state,incidentType,date,year,month
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
AK,Flood,1973-11-07,1973,11
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
OK,Flood,1973-12-10,1973,12
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
ME,Flood,1974-01-18,1974,1
NH,Flood,1974-01-21,1974,1
NH,Flood,1974-01-21,1974,1
NH,Flood,1974-01-21,1974,1
NH,Flood,1974-01-21,1974,1
CA,Flood,1974-01-25,1974,1
CA,Flood,1974-01-25,1974,1
CA,Flood,1974-01-25,1974,1
CA,Flood,1974-01-25,1974,1
CA,Flood,1974-01-25,1974,1
CA,Flood,1974-01-25,1974,1
CA,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
OR,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
WA,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
ID,Flood,1974-01-25,1974,1
WV,Flood,1974-01-29,1974,1
WV,Flood,1974-01-29,1974,1
WV,Flood,1974-01-29,1974,1
WV,Flood,1974-01-29,1974,1
WV,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
MT,Flood,1974-01-29,1974,1
LA,Flood,1974-02-23,1974,2
LA,Flood,1974-02-23,1974,2
LA,Flood,1974-02-23,1974,2
LA,Flood,1974-02-23,1974,2
LA,Flood,1974-02-23,1974,2
LA,Flood,1974-02-23,1974,2
OK,Flood,1974-03-22,1974,3
OK,Flood,1974-03-22,1974,3
OK,Flood,1974-03-22,1974,3
OK,Flood,1974-03-22,1974,3
OK,Flood,1974-03-22,1974,3
OK,Flood,1974-03-22,1974,3
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
KY,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
OH,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
AL,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
IN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
TN,Tornado,1974-04-04,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
GA,Tornado,1974-04-05,1974,4
WV,Flood,1974-04-11,1974,4
WV,Flood,1974-04-11,1974,4
WV,Flood,1974-04-11,1974,4
WV,Flood,1974-04-11,1974,4
IL,Tornado,1974-04-11,1974,4
IL,Tornado,1974-04-11,1974,4
IL,Tornado,1974-04-11,1974,4
IL,Tornado,1974-04-11,1974,4
NC,Tornado,1974-04-12,1974,4
NC,Tornado,1974-04-12,1974,4
NC,Tornado,1974-04-12,1974,4
NC,Tornado,1974-04-12,1974,4
NC,Tornado,1974-04-12,1974,4
NC,Tornado,1974-04-12,1974,4
MI,Tornado,1974-04-12,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
MS,Flood,1974-04-18,1974,4
WI,Tornado,1974-04-26,1974,4
WI,Tornado,1974-04-26,1974,4
WI,Tornado,1974-04-26,1974,4
WI,Tornado,1974-04-26,1974,4
CA,Flood,1974-05-07,1974,5
HI,Flood,1974-05-07,1974,5
HI,Flood,1974-05-07,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
ND,Flood,1974-05-14,1974,5
AR,Flood,1974-05-31,1974,5
OH,Flood,1974-05-31,1974,5
OH,Flood,1974-05-31,1974,5
OH,Flood,1974-05-31,1974,5
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
AR,Flood,1974-06-08,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
IL,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MO,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
MN,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
OK,Flood,1974-06-10,1974,6
KS,Flood,1974-06-10,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
IA,Flood,1974-06-24,1974,6
AK,Winter,1974-06-24,1974,6
AK,Winter,1974-06-24,1974,6
OH,Flood,1974-07-11,1974,7
MN,Flood,1974-07-13,1974,7
MN,Flood,1974-07-13,1974,7
MN,Flood,1974-07-13,1974,7
MN,Flood,1974-07-13,1974,7
MN,Flood,1974-07-13,1974,7
MN,Flood,1974-07-13,1974,7
VI,Drought,1974-07-22,1974,7
VI,Drought,1974-07-22,1974,7
NY,Flood,1974-07-23,1974,7
NY,Flood,1974-07-23,1974,7
NY,Flood,1974-07-23,1974,7
NY,Flood,1974-07-23,1974,7
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
PR,Drought,1974-08-29,1974,8
AK,Other,1974-09-14,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
LA,Hurricane,1974-09-23,1974,9
AS,Drought,1974-09-30,1974,9
AS,Drought,1974-09-30,1974,9
AS,Drought,1974-09-30,1974,9
AS,Drought,1974-09-30,1974,9
AS,Drought,1974-09-30,1974,9
LA,Storm,1974-11-01,1974,11
NY,Flood,1974-11-02,1974,11
VI,Flood,1974-11-14,1974,11
VI,Flood,1974-11-14,1974,11
VI,Flood,1974-11-14,1974,11
AK,Flood,1974-11-14,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
OK,Flood,1974-11-26,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
TX,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
PR,Flood,1974-11-30,1974,11
NJ,Storm,1974-12-24,1974,12
MS,Tornado,1975-01-18,1975,1
MS,Tornado,1975-01-18,1975,1
AL,Tornado,1975-01-18,1975,1
AL,Tornado,1975-01-18,1975,1
AL,Tornado,1975-01-18,1975,1
AL,Tornado,1975-01-18,1975,1
AL,Tornado,1975-01-18,1975,1
MS,Tornado,1975-01-30,1975,1
MS,Tornado,1975-01-30,1975,1
TX,Flood,1975-02-15,1975,2
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
AL,Flood,1975-03-14,1975,3
GA,Tornado,1975-03-14,1975,3
KY,Other,1975-03-19,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
TN,Flood,1975-03-22,1975,3
